id;name;height;weight;hp;attack;defense;s_attack;s_defense;speed;type;evo_set;info;text_basic;height_text;weight_text;hp_text;attack_text;defense_text;s_attack_text;s_defense_text;speed_text;full_text
321;wailord;145;3980;170;90;45;90;45;60;{water};161;WAILORD is the largest of all identified POKÈMON up to now. This giant POKÈMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.;wailord: WAILORD is the largest of all identified POKÈMON up to now. This giant POKÈMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.;Wailord is 145 decimeters tall.;Wailord weighs 3980 hectograms.;Wailord has 170 HP.;Wailord has 90 attack points.;Wailord has 45 defense points.;Wailord has 90 special attack.;Wailord has 45 special defense.;Wailord has 60 speed.;wailord: WAILORD is the largest of all identified POKÈMON up to now. This giant POKÈMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth. wailord is 145 decimeters tall. wailord weighs 3980 hectograms. wailord has 170 HP. wailord has 90 attack points. wailord has 45 defense points. wailord has 90 special attack. wailord has 45 special defense. wailord has 60 speed.
322;numel;7;240;60;60;40;65;45;35;{fire,ground};162;NUMEL is extremely dull witted - it doesnít notice being hit. However, it canít stand hunger for even a second. This POKÈMONís body is a seething cauldron of boiling magma.;numel: NUMEL is extremely dull witted - it doesnít notice being hit. However, it canít stand hunger for even a second. This POKÈMONís body is a seething cauldron of boiling magma.;Numel is 7 decimeters tall.;Numel weighs 240 hectograms.;Numel has 60 HP.;Numel has 60 attack points.;Numel has 40 defense points.;Numel has 65 special attack.;Numel has 45 special defense.;Numel has 35 speed.;numel: NUMEL is extremely dull witted - it doesnít notice being hit. However, it canít stand hunger for even a second. This POKÈMONís body is a seething cauldron of boiling magma. numel is 7 decimeters tall. numel weighs 240 hectograms. numel has 60 HP. numel has 60 attack points. numel has 40 defense points. numel has 65 special attack. numel has 45 special defense. numel has 35 speed.
323;camerupt;19;2200;70;100;70;105;75;40;{fire,ground};162;CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKÈMONís back erupt, spewing the superheated magma.;camerupt: CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKÈMONís back erupt, spewing the superheated magma.;Camerupt is 19 decimeters tall.;Camerupt weighs 2200 hectograms.;Camerupt has 70 HP.;Camerupt has 100 attack points.;Camerupt has 70 defense points.;Camerupt has 105 special attack.;Camerupt has 75 special defense.;Camerupt has 40 speed.;camerupt: CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKÈMONís back erupt, spewing the superheated magma. camerupt is 19 decimeters tall. camerupt weighs 2200 hectograms. camerupt has 70 HP. camerupt has 100 attack points. camerupt has 70 defense points. camerupt has 105 special attack. camerupt has 75 special defense. camerupt has 40 speed.
324;torkoal;5;804;70;85;140;85;70;20;{fire};163;You can tell how itís feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.;torkoal: You can tell how itís feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.;Torkoal is 5 decimeters tall.;Torkoal weighs 804 hectograms.;Torkoal has 70 HP.;Torkoal has 85 attack points.;Torkoal has 140 defense points.;Torkoal has 85 special attack.;Torkoal has 70 special defense.;Torkoal has 20 speed.;torkoal: You can tell how itís feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health. torkoal is 5 decimeters tall. torkoal weighs 804 hectograms. torkoal has 70 HP. torkoal has 85 attack points. torkoal has 140 defense points. torkoal has 85 special attack. torkoal has 70 special defense. torkoal has 20 speed.
325;spoink;7;306;60;25;35;70;80;60;{psychic};164;SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKÈMON cannot afford to stop bouncing - if it stops, its heart will stop.;spoink: SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKÈMON cannot afford to stop bouncing - if it stops, its heart will stop.;Spoink is 7 decimeters tall.;Spoink weighs 306 hectograms.;Spoink has 60 HP.;Spoink has 25 attack points.;Spoink has 35 defense points.;Spoink has 70 special attack.;Spoink has 80 special defense.;Spoink has 60 speed.;spoink: SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKÈMON cannot afford to stop bouncing - if it stops, its heart will stop. spoink is 7 decimeters tall. spoink weighs 306 hectograms. spoink has 60 HP. spoink has 25 attack points. spoink has 35 defense points. spoink has 70 special attack. spoink has 80 special defense. spoink has 60 speed.
326;grumpig;9;715;80;45;65;90;110;80;{psychic};164;GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKÈMON uses its special power, its snorting breath grows labored.;grumpig: GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKÈMON uses its special power, its snorting breath grows labored.;Grumpig is 9 decimeters tall.;Grumpig weighs 715 hectograms.;Grumpig has 80 HP.;Grumpig has 45 attack points.;Grumpig has 65 defense points.;Grumpig has 90 special attack.;Grumpig has 110 special defense.;Grumpig has 80 speed.;grumpig: GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKÈMON uses its special power, its snorting breath grows labored. grumpig is 9 decimeters tall. grumpig weighs 715 hectograms. grumpig has 80 HP. grumpig has 45 attack points. grumpig has 65 defense points. grumpig has 90 special attack. grumpig has 110 special defense. grumpig has 80 speed.
327;spinda;11;50;60;60;60;60;60;60;{normal};165;No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.;spinda: No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes.;Spinda is 11 decimeters tall.;Spinda weighs 50 hectograms.;Spinda has 60 HP.;Spinda has 60 attack points.;Spinda has 60 defense points.;Spinda has 60 special attack.;Spinda has 60 special defense.;Spinda has 60 speed.;spinda: No two Spinda have the same pattern of spots. Its tottering step fouls the aim of foes. spinda is 11 decimeters tall. spinda weighs 50 hectograms. spinda has 60 HP. spinda has 60 attack points. spinda has 60 defense points. spinda has 60 special attack. spinda has 60 special defense. spinda has 60 speed.
328;trapinch;7;150;45;100;45;45;45;10;{ground};166;TRAPINCHís nest is a sloped, bowl-like pit dug in sand. This POKÈMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.;trapinch: TRAPINCHís nest is a sloped, bowl-like pit dug in sand. This POKÈMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders.;Trapinch is 7 decimeters tall.;Trapinch weighs 150 hectograms.;Trapinch has 45 HP.;Trapinch has 100 attack points.;Trapinch has 45 defense points.;Trapinch has 45 special attack.;Trapinch has 45 special defense.;Trapinch has 10 speed.;trapinch: TRAPINCHís nest is a sloped, bowl-like pit dug in sand. This POKÈMON patiently waits for prey to tumble down the pit. Its giant jaws have enough strength to crush even boulders. trapinch is 7 decimeters tall. trapinch weighs 150 hectograms. trapinch has 45 HP. trapinch has 100 attack points. trapinch has 45 defense points. trapinch has 45 special attack. trapinch has 45 special defense. trapinch has 10 speed.
329;vibrava;11;153;50;70;50;50;50;70;{ground,dragon};166;To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKÈMONís ultrasonic waves are so powerful, they can bring on headaches in people.;vibrava: To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKÈMONís ultrasonic waves are so powerful, they can bring on headaches in people.;Vibrava is 11 decimeters tall.;Vibrava weighs 153 hectograms.;Vibrava has 50 HP.;Vibrava has 70 attack points.;Vibrava has 50 defense points.;Vibrava has 50 special attack.;Vibrava has 50 special defense.;Vibrava has 70 speed.;vibrava: To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKÈMONís ultrasonic waves are so powerful, they can bring on headaches in people. vibrava is 11 decimeters tall. vibrava weighs 153 hectograms. vibrava has 50 HP. vibrava has 70 attack points. vibrava has 50 defense points. vibrava has 50 special attack. vibrava has 50 special defense. vibrava has 70 speed.
330;flygon;20;820;80;100;80;80;80;100;{ground,dragon};166;FLYGON is nicknamed ìthe elemental  spirit of the desert.î Because its flapping wings whip up a cloud of sand, this POKÈMON is always enveloped in a sandstorm while flying.;flygon: FLYGON is nicknamed ìthe elemental  spirit of the desert.î Because its flapping wings whip up a cloud of sand, this POKÈMON is always enveloped in a sandstorm while flying.;Flygon is 20 decimeters tall.;Flygon weighs 820 hectograms.;Flygon has 80 HP.;Flygon has 100 attack points.;Flygon has 80 defense points.;Flygon has 80 special attack.;Flygon has 80 special defense.;Flygon has 100 speed.;flygon: FLYGON is nicknamed ìthe elemental  spirit of the desert.î Because its flapping wings whip up a cloud of sand, this POKÈMON is always enveloped in a sandstorm while flying. flygon is 20 decimeters tall. flygon weighs 820 hectograms. flygon has 80 HP. flygon has 100 attack points. flygon has 80 defense points. flygon has 80 special attack. flygon has 80 special defense. flygon has 100 speed.
331;cacnea;4;513;50;85;40;85;40;35;{grass};167;CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKÈMON shoots sharp thorns from its body to bring the victim down.;cacnea: CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKÈMON shoots sharp thorns from its body to bring the victim down.;Cacnea is 4 decimeters tall.;Cacnea weighs 513 hectograms.;Cacnea has 50 HP.;Cacnea has 85 attack points.;Cacnea has 40 defense points.;Cacnea has 85 special attack.;Cacnea has 40 special defense.;Cacnea has 35 speed.;cacnea: CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKÈMON shoots sharp thorns from its body to bring the victim down. cacnea is 4 decimeters tall. cacnea weighs 513 hectograms. cacnea has 50 HP. cacnea has 85 attack points. cacnea has 40 defense points. cacnea has 85 special attack. cacnea has 40 special defense. cacnea has 35 speed.
